Dates,QQQ_lag_1w,QQQ_lag_2w,QQQ_lag_3w,QQQ_lag_4w,QQQ_mom_4w,QQQ_vol_8w,QQQ_mom_12w,SPY_lag_1w,SPY_lag_2w,SPY_lag_3w,SPY_lag_4w,SPY_mom_4w,SPY_vol_8w,SPY_mom_12w,TLT_lag_1w,TLT_lag_2w,TLT_lag_3w,TLT_lag_4w,TLT_mom_4w,TLT_vol_8w,TLT_mom_12w,GLD_lag_1w,GLD_lag_2w,GLD_lag_3w,GLD_lag_4w,GLD_mom_4w,GLD_vol_8w,GLD_mom_12w,EEM_lag_1w,EEM_lag_2w,EEM_lag_3w,EEM_lag_4w,EEM_mom_4w,EEM_vol_8w,EEM_mom_12w,vix_proxy_4w,vix_proxy_change,risk_on_off_4w,risk_on_off_trend,flight_to_safety_4w,corr_spy_qqq_12w,corr_spy_eem_12w,market_breadth,returns_dispersion
2016-02-26,0.0368292185268313,-0.0010191602119854482,-0.05771631614328232,0.003469210754553309,-0.00460926176847079,0.03831472921029226,-0.009214508100802812,0.02877350908214127,-0.00702314445331198,-0.02978525707206281,0.016796136888515667,0.0021903111113205365,0.028505640487357563,-0.006932848464348172,-0.0037262357414449276,0.02159726538222495,0.01115475255302445,0.015637466092229158,0.011165812071508407,0.013068419574926613,0.006756439622871313,-0.006590064210882041,0.05377492877492873,0.05021037868162681,0.018571428571428683,0.028991667954275546,0.028711196211049908,0.012829986891293629,0.03137789904502042,-0.022992335888037396,-0.018318613019299934,0.042277531537674884,0.008086120418839493,0.0423611414892061,-0.008785291305837753,0.018869792204827256,0.0034378481386525515,-0.035902003840751484,0.01480983084915033,0.10720542737182004,0.9527570186752101,0.8609175411185,0.6,0.020760848882273593
2016-03-04,0.017711305716816117,0.0368292185268313,-0.0010191602119854482,-0.05771631614328232,-0.0010487380279050884,0.03974639244401147,-0.008343645711620431,0.016093750000000018,0.02877350908214127,-0.00702314445331198,-0.02978525707206281,0.002014714389191624,0.029762428459014133,-0.0056155621461894956,-0.004579803068468058,-0.0037262357414449276,0.02159726538222495,0.01115475255302445,0.006111494781334104,0.011968262343721753,0.006643451018814815,-0.00399727844871578,-0.006590064210882041,0.05377492877492873,0.05021037868162681,0.02334949119923943,0.0271074584877164,0.010217044962954142,-0.005952380952380931,0.03137789904502042,-0.022992335888037396,-0.018318613019299934,-0.003971357703674461,0.04196093833787267,-0.009134004253990904,0.022647370295794906,0.0037775780909676503,-0.016387121568569918,0.019514882272181566,0.08533910724019123,0.9570732737320689,0.8396132548093271,0.4,0.011945429150883527
2016-03-11,0.021657159431499595,0.017711305716816117,0.0368292185268313,-0.0010191602119854482,0.01879463086579039,0.0320912306901818,-0.0033905412757576727,0.027371982162079034,0.016093750000000018,0.02877350908214127,-0.00702314445331198,0.016304024197727085,0.022250900727418033,-0.00025756716288040843,-0.01387930373437618,-0.004579803068468058,-0.0037262357414449276,0.02159726538222495,-0.0001470192905160539,0.01322894216328431,0.0032891313110888962,0.029288702928870425,-0.00399727844871578,-0.006590064210882041,0.05377492877492873,0.018119072261050334,0.025927442327166653,0.013386796676295406,0.09181636726546905,-0.005952380952380931,0.03137789904502042,-0.022992335888037396,0.023562387367517784,0.04259555938903115,0.004248371097627786,0.02001339313175677,-0.0026339771640381364,0.06580417395297256,0.08219129552154247,0.007260192253292996,0.9561916044327365,0.8081407811984809,0.8,0.03813085100411668
2016-03-18,0.007760007570739136,0.021657159431499595,0.017711305716816117,0.0368292185268313,0.020989422811471536,0.02920611888038341,-0.00202178714725465,0.01162500623659124,0.027371982162079034,0.016093750000000018,0.02877350908214127,0.02096606187020289,0.019391078714695517,0.0014789661981273832,-0.009642301710730883,-0.01387930373437618,-0.004579803068468058,-0.0037262357414449276,-0.007956911063755012,0.012786062413759791,0.0028424796871662126,-0.009374481499917153,0.029288702928870425,-0.00399727844871578,-0.006590064210882041,0.0023317196923388628,0.024973140385444945,0.013470362134336602,0.009750152346130525,0.09181636726546905,-0.005952380952380931,0.03137789904502042,0.031748009426059765,0.03777757386881944,0.0021554426943536744,0.007373990820301242,-0.012639402311455527,0.11569189173583161,0.04988771778285905,-0.07453736871145611,0.9575263754209188,0.8529612709906974,0.6,0.010616055167399045
2016-03-25,0.008263686731148523,0.007760007570739136,0.021657159431499595,0.017711305716816117,0.013848039862550843,0.027880248248092127,-0.003427292083912792,0.007989741566383879,0.01162500623659124,0.027371982162079034,0.016093750000000018,0.015770119991263543,0.01930421087372057,-0.00021331952825493863,0.01334798994974884,-0.009642301710730883,-0.01387930373437618,-0.004579803068468058,-0.0036883546409565704,0.013213701234059204,0.004901551342815243,0.0032660581190855353,-0.009374481499917153,0.029288702928870425,-0.00399727844871578,0.004795750274830757,0.025327362757338958,0.012917693712207606,0.02685576342788165,0.009750152346130525,0.09181636726546905,-0.005952380952380931,0.030617475521775073,0.037649166701774296,0.003500110065258059,0.008868367227785535,0.0014943764074842932,0.07783389852888045,-0.03785799320695116,-0.04389747886573114,0.9564258389675332,0.8793452131599184,1.0,0.00906668923883036
2016-04-01,-0.0010244947378225122,0.008263686731148523,0.007760007570739136,0.021657159431499595,0.009164089748891185,0.027951907773039922,-0.0029723581514524144,-0.0061649867893139865,0.007989741566383879,0.01162500623659124,0.027371982162079034,0.010205435793935042,0.019679411938510607,6.271388530802262e-06,0.003719200371919973,0.01334798994974884,-0.009642301710730883,-0.01387930373437618,-0.0016136037808595627,0.012322326427429238,0.006066501260262379,-0.028964941569282088,0.0032660581190855353,-0.009374481499917153,0.029288702928870425,-0.0014461655053108202,0.030019196046362433,0.011789732181628182,-0.019688510138113458,0.02685576342788165,0.009750152346130525,0.09181636726546905,0.02718344322534194,0.03862049951745416,0.0039048554325364915,0.011086827456924667,0.0022184602291391315,0.04727615829917842,-0.030557740229702035,-0.04660640519698345,0.9547811071541906,0.8785110998599467,0.2,0.013565744257602165
2016-04-08,0.028901734104046284,-0.0010244947378225122,0.008263686731148523,0.007760007570739136,0.010975233417027858,0.013797149552473187,0.005284203604968267,0.0187081528160693,-0.0061649867893139865,0.007989741566383879,0.01162500623659124,0.008039478457432608,0.013560658015073808,0.0064499328372530544,0.008800370541917735,0.003719200371919973,0.01334798994974884,-0.009642301710730883,0.004056314788213916,0.012105447307321451,0.0048785960520634315,0.005157740909481623,-0.028964941569282088,0.0032660581190855353,-0.009374481499917153,-0.007478906010158021,0.025485766784176224,0.008753481764941793,0.023681055155875264,-0.019688510138113458,0.02685576342788165,0.009750152346130525,0.010149615197943496,0.03678242061826265,0.012816249150739922,0.010889537938307579,-0.0001972895186170883,0.01593265467687477,-0.03134350362230365,-0.062073537870362516,0.9283462082544311,0.7970888549304119,1.0,0.009958240015274107
2016-04-15,-0.01232330554548744,0.028901734104046284,-0.0010244947378225122,0.008263686731148523,0.005954405137971214,0.016053056816780212,0.006797081365290873,-0.011695341194664532,0.0187081528160693,-0.0061649867893139865,0.007989741566383879,0.0022093915996186653,0.014568584224967656,0.007259918820093118,0.010177532904805497,0.008800370541917735,0.003719200371919973,0.01334798994974884,0.009011273442098011,0.009937483930893826,0.00411220801375875,0.012828187804669433,0.005157740909481623,-0.028964941569282088,0.0032660581190855353,-0.001928238684011374,0.017094653631598417,0.011084167867008943,-0.02254758418740843,0.023681055155875264,-0.019688510138113458,0.02685576342788165,0.0020751810645587565,0.03671386097314803,0.0139023803792206,0.010942229270707444,5.269133239986512e-05,-0.027207527369917384,-0.04314018204679215,-0.016550521134520157,0.9145501397020581,0.7761681100142888,0.4,0.015444768272365692
2016-04-22,0.015045871559633106,-0.01232330554548744,0.028901734104046284,-0.0010244947378225122,0.0076499513450923595,0.013101274872762978,0.005629576479724137,0.01603911980440098,-0.011695341194664532,0.0187081528160693,-0.0061649867893139865,0.004221736159122941,0.013037849986141629,0.00739405575390234,-0.0009847738807665651,0.010177532904805497,0.008800370541917735,0.003719200371919973,0.00542808248446916,0.00981638651180168,0.004301846638340333,-0.004306341298657479,0.012828187804669433,0.005157740909481623,-0.028964941569282088,-0.0038213385384471277,0.01698374241928094,0.009988693230219725,0.03565008987417606,-0.02254758418740843,0.023681055155875264,-0.019688510138113458,0.004273762676132359,0.03698441543679472,0.014325786205582308,0.010720342441148407,-0.00022188682955903705,-0.004825385301384877,0.022382142068532507,-0.032172298790280274,0.9236659681106401,0.7781573992800267,0.6,0.015960910728212267
2016-04-29,-0.015003615328994857,0.015045871559633106,-0.01232330554548744,0.028901734104046284,0.004155171197299273,0.015503196782830402,0.0040901743060951234,0.005727211473674165,0.01603911980440098,-0.011695341194664532,0.0187081528160693,0.007194785724869979,0.012859149576958469,0.006471645302665548,-0.026690931149529695,-0.0009847738807665651,0.010177532904805497,0.008800370541917735,-0.002174450395893257,0.01385287961592677,0.0007744802015270946,-0.0002544097693351066,-0.004306341298657479,0.012828187804669433,0.005157740909481623,0.0033562944115396176,0.016893873813024343,0.008419873368489409,-0.0008678044547295594,0.03565008987417606,-0.02254758418740843,0.023681055155875264,0.008978939096978333,0.03656620679865539,0.010730341539548605,0.011077576211347535,0.00035723377019912864,0.03747694448305294,0.04230232978443782,-0.015353965253321444,0.9176981967994298,0.7681266127701696,0.2,0.013190963823154924
